player,shots,goals,total_xg,g_minus_xg,xg_per_shot
Andrei Burcă Andonie,1,0,0.13827683522489226,-0.13827683522489226,0.13827683522489226
Andrei Florin Ratiu,3,0,0.18614913797060545,-0.18614913797060545,0.06204971265686848
Andrej Kramarić,29,4,3.068273012639434,0.931726987360566,0.10580251767722186
Andrew Robertson,1,0,0.14843340708055483,-0.14843340708055483,0.14843340708055483
Andrija Živković,2,0,0.06769156800605564,-0.06769156800605564,0.03384578400302782
Andriy Yarmolenko,14,2,1.9583722380850952,0.041627761914904804,0.13988373129179252
András Schäfer,4,1,0.21294054639514143,0.7870594536048585,0.05323513659878536
André Ayew Pelé,1,1,0.44052946411546695,0.5594705358845331,0.44052946411546695
André Martín Carrillo Díaz,3,1,0.09554939886052911,0.9044506011394708,0.031849799620176374
André Miguel Valente Silva,5,0,0.4631140922035494,-0.4631140922035494,0.09262281844070988
André-Frank Zambo Anguissa,1,0,0.05208427096086022,-0.05208427096086022,0.05208427096086022
Andrés Iniesta Luján,5,0,0.2685231804139831,-0.2685231804139831,0.05370463608279662
Andrés Mateus Uribe Villa,2,0,0.2572952631229692,-0.2572952631229692,0.1286476315614846
Anga Dedryck Boyata,1,0,0.06072842733988062,-0.06072842733988062,0.06072842733988062
Angelo Smit Preciado Quiñónez,4,0,0.07408778496091073,-0.07408778496091073,0.018521946240227682
Anice Badri,3,0,0.17552483613942582,-0.17552483613942582,0.05850827871314194
Anis Ben Slimane,1,0,0.11074152147799628,-0.11074152147799628,0.11074152147799628
Ante Budimir,7,0,1.2687834336434325,-1.2687834336434325,0.18125477623477607
Ante Rebić,20,1,1.637900701439656,-0.637900701439656,0.0818950350719828
Antoine Griezmann,39,2,3.5504288598424525,-1.5504288598424525,0.09103663743185776
Antoine Semenyo,1,0,0.10218645282024484,-0.10218645282024484,0.10218645282024484
Antonio Rüdiger,12,0,0.9452855720361206,-0.9452855720361206,0.07877379766967672
Antony Matheus dos Santos,6,0,0.21304453243424648,-0.21304453243424648,0.035507422072374416
Antonín Barák,3,0,0.13290800270528924,-0.13290800270528924,0.044302667568429745
António João Pereira Albuquerque Tavares Silva,1,0,0.22048965575324042,-0.22048965575324042,0.22048965575324042
Anzor Mekvabishvili,2,0,0.06931924611805641,-0.06931924611805641,0.034659623059028206
Aníbal Cesis Godoy,2,0,0.18251216372448403,-0.18251216372448403,0.09125608186224202
Ao Tanaka,1,1,0.9375431042457075,0.062456895754292474,0.9375431042457075
Arbër Hoxha,2,0,0.08909355802036543,-0.08909355802036543,0.04454677901018272
Arda Güler,8,1,0.2612439048933262,0.7387560951066738,0.03265548811166578
Arijan Ademi,1,0,0.13398330126772,-0.13398330126772,0.13398330126772
Arkadiusz Milik,2,0,0.30107700569723983,-0.30107700569723983,0.15053850284861992
Armando Broja,2,0,0.21903455916743464,-0.21903455916743464,0.10951727958371732
Armando Enrique Cooper Whitaker,1,0,0.06892885113874757,-0.06892885113874757,0.06892885113874757
Aron Einar Gunnarsson,2,0,0.2734776839346466,-0.2734776839346466,0.1367388419673233
Artem Dovbyk,8,1,1.0214692610933982,-0.021469261093398195,0.12768365763667477
Artem Dzyuba,11,2,0.9115410890146738,1.0884589109853262,0.08286737172860671
Arthur Theate,2,0,0.022093662865680867,-0.022093662865680867,0.011046831432840434
Artur Jędrzejczyk,1,0,0.03585149901808964,-0.03585149901808964,0.03585149901808964
Atiba Hutchinson,2,0,0.18321470961318403,-0.18321470961318403,0.09160735480659202
Attila Fiola,2,1,0.22318714186056743,0.7768128581394326,0.11159357093028371
Attila Szalai,1,0,0.09174496823244989,-0.09174496823244989,0.09174496823244989
